"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT16","WT17","WT18","WT19","WT22"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-05","13.20",,,"0.02","0.0","0.0","44","56","37","  160","  150",,"21.9","32.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-06","7.61",,,"0.00","0.0","0.0","49","62","36","  250","  250",,"14.1","18.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-07","5.37",,,"0.00","0.0","0.0","49","58","34","  350","  170",,"10.1","15.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-08","5.14",,,"0.00","0.0","0.0","41","53","29","  190",,,"8.9",,,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-09","6.26",,,"0.00","0.0","0.0","38","54","28","  140","  150",,"12.1","16.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-10","11.86",,,"0.70","0.0","0.0","44","47","40","  140","  130",,"21.0","31.1","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-11","19.24",,,"0.12","0.4","0.0","38","40","30","  330","  350",,"36.0","46.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-12","27.51",,,"0.07","0.6","1.2","29","30","27","  340","  340",,"44.1","59.1","    1","    1",,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-13","12.75",,,"0.21","1.8","0.0","28","29","26","  350","  140",,"25.9","35.1","    1","    1",,,,"    1",,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-14","9.17",,,"0.00","0.0","2.0","26","26","23","  340","  360",,"23.0","29.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-15","11.41",,,"0.02","0.2","2.0","28","34","25","  140","  150",,"19.9","27.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-16","15.88",,,"0.00","0.0","1.2","35","41","34","  150","  140",,"31.1","45.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-17","24.16",,,"0.00","0.0","0.0","35","37","25","  280","  270",,"38.0","49.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-18","14.09",,,"0.00","0.0","0.0","27","31","20","  310","  320",,"29.1","38.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-19","13.42",,,"0.00","0.0","0.0","29","42","23","  160","  160",,"25.9","36.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-20","7.38",,,"0.00","0.0","0.0","30","39","21","  190","  320",,"14.1","19.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-21","15.88",,,"0.00","0.0","0.0","27","36","14","  320","  320",,"36.9","51.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-22","6.49",,,"0.00","0.0","0.0","22","36","15","  180","  180",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-23","10.07",,,"0.00","0.0","0.0","33","48","26","  160","  170",,"23.0","31.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-24","21.47",,,"0.00","0.0","0.0","27","30","7","  350","  340",,"36.9","45.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-25","9.62",,,"0.00","0.0","0.0","10","21","2","  150","  180",,"18.1","25.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-26","14.09",,,"0.00","0.0","0.0","24","34","21","  150","  150",,"21.9","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-27","11.41",,,"0.00","0.0","0.0","32","45","20","  330","  330",,"28.0","36.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-28","8.50",,,"0.00","0.0","0.0","26","36","17","  150","  150",,"21.0","29.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-29","10.07",,,"0.00","0.0","0.0","36","44","26","  330","  150",,"19.9","29.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-11-30","10.07",,,"0.07","0.3","0.0","33","37","26","  160","  160",,"19.9","28.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-01","9.62",,,"0.00","0.0","0.0","36","51","25","  310","  310",,"18.1","25.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-02","6.49",,,"0.13","1.0","0.0","37","39","28","  280","  280",,"14.1","19.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-03","8.28",,,"0.00","0.0","1.2","32","37","27","  300","  290",,"18.1","23.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-04","8.95",,,"0.12","1.4","0.0","28","30","25","  140","  140",,"17.0","25.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-05","22.15",,,"0.30","3.2","3.9","28","31","7","  330","  330",,"42.9","55.9","    1","    1",,,,"    1",,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-06","12.30",,,"0.00","0.0","3.1","4","7","-8","  330","  340",,"35.1","42.9","    1",,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-07","8.50",,,"0.00","0.0","3.1","6","15","2","  180","  180",,"14.1","17.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-08","12.08",,,"0.00","0.0","3.1","12","24","-2","  160","  160",,"32.0","46.1","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-09","13.20",,,"0.00","0.0","3.1","27","34","14","  280","  150",,"19.9","36.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-10","5.82",,,"0.00","0.0","2.0","21","30","13","  190","  200",,"10.1","12.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-11","10.51",,,"0.00","0.0","2.0","19","31","7","  210","  220",,"21.0","28.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-12","12.08",,,"0.00","0.0","2.0","31","38","25","  210","  200",,"21.9","29.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-13","7.16",,,"0.00","0.0","2.0","28","37","19","  120","  130",,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-14","18.57",,,"0.00","0.0","1.2","35","38","34","  150","  140",,"29.1","38.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-15","17.67",,,"0.00","0.0","1.2","36","39","23","  340","  340",,"45.0","57.0","    1","    1",,,,"    1",,,"    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-16","19.01",,,"0.04","0.5","1.2","15","23","2","  310","  320",,"40.0","59.1","    1",,,,,,,,"    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-17","7.83",,,"0.09","0.9","1.2","6","14","0","  350","   30",,"13.0","18.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-18","8.05",,,"0.00","0.0","2.0","10","13","0","  340","  340",,"16.1","19.9","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-19","17.22",,,"0.00","0.0","2.0","12","28","3","  170","  150",,"25.9","38.9",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-20","13.20",,,"0.00","0.0","2.0","15","20","2","  310","  320",,"23.9","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-21","8.72",,,"0.16","3.1","3.1","9","12","-2","  310","  300",,"16.1","23.9","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-22","6.93",,,"0.00","0.0","3.9","10","23","-2","  190","  200",,"17.0","19.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-23","10.07",,,"0.00","0.0","3.9","22","35","13","  150","  160",,"21.9","36.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-24","14.09",,,"0.00","0.0","3.1","29","35","4","  300","  300",,"31.1","40.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-25","8.50",,,"0.19","3.2","3.1","6","9","-2","   20","   10",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-26","9.62",,,"0.31","4.1","5.9","6","26","-9","   90","  110",,"23.0","33.1","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-27","16.55",,,"0.35","4.5","11.0","18","26","-12","  280","  290",,"40.9","52.1","    1","    1",,,,,,,"    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-28","9.62",,,"0.14","2.9","11.8","-5","-3","-21","  330","  330",,"21.0","25.1",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-29","4.25",,,"0.00","0.0","14.2","-15","-4","-26","  290","  200",,"14.1","16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-30","4.92",,,"0.02","0.3","14.2","-4","3","-9","  290","   80",,"10.1","12.1",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2021-12-31","7.83",,,"0.00","0.0","14.2","-8","0","-25","  320","  320",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-01","6.04",,,"0.00","0.0","14.2","-21","-14","-28","  260","  240",,"10.1","12.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-02","11.41",,,"0.00","0.0","14.2","-14","4","-22","  160","  150",,"18.1","25.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-03","9.40",,,"0.00","0.0","13.0","6","16","1","   20","   20",,"17.0","23.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-04","14.54",,,"0.12","2.1","11.8","8","14","2","  340","  330",,"28.0","35.1","    1",,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-05","25.95",,,"0.07","0.8","13.0","1","9","-12","  340","  360",,"38.0","48.1","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-06","9.17",,,"0.00","0.0","11.8","-14","-13","-24","  330","  330",,"18.1","23.9",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-07","14.32",,,"0.03","0.4","11.8","-18","12","-28","  150","  150",,"31.1","46.1",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-08","19.91",,,"0.00","0.0","11.8","12","20","-6","  300","  150",,"31.1","45.0",,,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-09","9.17",,,"0.00","0.0","11.0","-6","-2","-16","  290","  290",,"21.0","25.1","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-10","7.83",,,"0.00","0.0","11.0","-11","2","-19","  160","  160",,"23.0","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-11","14.09",,,"0.00","0.0","11.0","11","34","2","  170","  160",,"23.0","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-12","6.49",,,"0.00","0.0","9.8","27","32","20","  360","  360",,"14.1","17.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-13","11.63",,,"0.00","0.0","9.1","22","28","12","  350","  350",,"25.9","32.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-14","10.96",,,"0.18","2.7","9.1","14","17","-9","  360","  360",,"21.0","25.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-15","12.08",,,"0.00","0.0","11.0","-3","13","-16","  160","  170",,"25.9","36.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-16","11.41",,,"0.00","0.0","11.0","19","34","13","  350","  350",,"29.1","38.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-17","8.72",,,"0.00","0.0","11.0","25","30","19","  340","  340",,"38.9","38.9","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-18","22.37",,,"0.00","0.0","9.8","26","32","1","  310","  310",,"36.9","51.0",,,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-19","15.43",,,"0.00","0.0","9.8","-1","1","-17","  330","  330",,"31.1","38.0",,,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-20","10.51",,,"0.00","0.0","9.8","-13","-5","-21","  150","  160",,"23.0","34.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-21","21.70",,,"0.08","0.9","9.8","4","32","-5","  160","  170",,"35.1","47.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-22","9.17",,,"0.08","2.8","9.8","7","11","-14","  350","  330",,"23.9","30.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-23","10.29",,,"0.05","0.9","11.8","-7","13","-25","  160","  170",,"21.9","32.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-24","13.20",,,"0.00","0.0","11.8","2","11","-14","  360","  360",,"25.1","32.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-25","8.05",,,"0.00","0.0","11.8","-12","-6","-19","  170","  180",,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-26","15.21",,,"0.00","0.0","11.8","-1","34","-13","  170","  160",,"28.0","36.0","    1",,,,,"    1",,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-27","16.78",,,"0.00","0.0","11.0","18","30","-12","  350","  360",,"36.0","46.1","    1",,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-28","7.38",,,"0.00","0.0","11.0","0","17","-11","  200","  220",,"13.0","16.1",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-29","16.11",,,"0.00","0.0","11.0","14","24","9","  340","  340",,"28.0","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-30","12.53",,,"0.00","0.0","11.0","12","14","9","  160","  150",,"21.9","32.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-01-31","12.08",,,"0.02","0.2","11.0","14","27","9","  150","  130",,"23.0","31.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-01","23.04",,,"0.00","0.0","11.0","16","26","-4","  290","  280",,"40.9","55.0","    1",,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-02","9.84",,,"0.00","0.0","11.0","-5","-1","-19","  320","  330",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-03","10.74",,,"0.00","0.0","9.8","-14","-1","-27","  150","  160",,"25.1","34.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-04","12.75",,,"0.00","0.0","9.8","-4","0","-9","  340","  160",,"23.0","32.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-05","16.33",,,"0.00","0.0","9.8","4","24","-4","  160","  160",,"33.1","48.1",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-06","10.96",,,"0.01","0.1","9.8","8","11","-6","  330","  330",,"21.9","27.1",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-07","15.21",,,"0.00","0.0","9.8","7","19","3","  160","  150",,"23.0","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-08","16.33",,,"0.00","0.0","9.8","26","38","16","  290","  280",,"25.1","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-09","19.01",,,"0.00","0.0","7.9","29","34","8","  330","  340",,"32.0","38.9","    1",,,,,"    1",,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-10","16.55",,,"0.14","1.5","7.9","18","39","6","  210","  180",,"28.0","38.9","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-11","29.30",,,"0.03","0.3","7.1","15","36","-12","  340","  320",,"46.1","59.9","    1","    1",,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-12","9.62",,,"0.00","0.0","7.1","-8","4","-16","  350","  340",,"25.9","35.1","    1",,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-13","12.97",,,"0.02","0.3","7.1","-5","17","-15","  160","  150",,"25.1","36.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-14","9.62",,,"0.00","0.0","7.1","2","11","-8","  340","  340",,"25.9","31.1","    1",,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-15","12.08",,,"0.00","0.0","7.1","10","24","-1","  120","  120",,"23.9","32.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-16","13.87",,,"0.00","0.0","7.1","15","20","-3","  320","  320",,"25.1","31.1",,,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-17","9.62",,,"0.00","0.0","7.1","-3","4","-12","  150","  150",,"21.9","30.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-18","24.61",,,"0.02","0.3","7.1","9","25","0","  320","  310",,"45.0","64.0",,,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-19","16.55",,,"0.00","0.0","5.9","4","32","-8","  170","  190",,"38.0","47.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-20","22.59",,,"0.00","0.0","5.9","20","36","-2","  340","  340",,"38.0","48.1","    1",,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-21","23.49",,,"0.29","4.4","7.1","-2","-1","-7","   10","   10",,"32.0","46.1",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-22","24.61",,,"0.01","0.1","9.8","-7","-4","-11","  340","  350",,"35.1","45.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-23","6.04",,,"0.00","0.0","9.1","-8","1","-17","  350","  340",,"17.0","21.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-24","3.13",,,"0.00","0.0","9.1","-6","6","-17","  360","   10",,"8.9","10.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-25","9.62",,,"0.00","0.0","9.1","-2","9","-15","  190","  190",,"23.0","27.1","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-26","11.63",,,"0.00","0.0","9.1","11","29","-1","  250","  250",,"21.9","27.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-27","5.37",,,"0.00","0.0","9.1","17","29","5","  160",,,"12.1",,,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-02-28","9.62",,,"0.00","0.0","9.1","21","35","8","  340","  340",,"18.1","21.9","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-01","7.16",,,"0.00","0.0","7.9","20","24","15","  360","  350",,"14.1","17.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-02","13.65",,,"0.02","0.2","7.9","21","22","1","  350","  350",,"21.0","25.9","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-03","5.14",,,"0.00","0.0","7.9","4","14","-4","  360","  360",,"13.0","17.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-04","8.95",,,"0.00","0.0","7.9","20","30","14","  100","  100",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-05","14.76",,,"0.00","0.0","7.9","26","29","21","  340","  330",,"23.9","30.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-06","13.42",,,"0.01","0.2","7.9","22","25","9","  330","  330",,"21.0","25.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-07","8.95",,,"0.00","0.0","7.9","15","28","3","  200","  200",,"21.0","29.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-08","18.79",,,"0.00","0.0","7.1","26","30","12","  270","  290",,"30.0","38.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-09","9.84",,,"0.03","0.7","7.9","12","15","1","  340","  330",,"23.9","29.1",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-10","16.11",,,"0.01","0.2","7.9","6","24","-5","  300","  310",,"35.1","49.0","    1",,,,,,,"    1","    1",,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-11","19.01",,,"0.00","0.0","7.9","6","8","-5","  290","  300",,"30.0","38.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-12","12.75",,,"0.00","0.0","7.1","4","30","-9","  160","  150",,"29.1","38.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-13","9.17",,,"0.00","0.0","7.1","24","29","18","   40",,,"13.0",,,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-14","5.59",,,"0.00","0.0","7.1","21","33","16","  170",,,"12.1",,,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-15","12.08",,,"0.00","0.0","5.9","31","41","23","  150","  160",,"17.0","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-16","10.07",,,"0.00","0.0","5.9","42","53","32","  290","  300",,"19.9","29.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2022-03-17","7.38",,,"0.00","0.0","2.0","36","46","27","  340","  330",,"16.1","19.9","    1",,,,,,,"    1",,,,,,,,,
